UID          PID    PPID  C STIME TTY          TIME CMD
esteban    49271   49265  0 Nov16 ?        00:00:01 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_1
esteban    49279    2356  0 Nov16 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
esteban    49289    2356  0 Nov16 ?        00:00:00 /usr/libexec/gvfsd
esteban    49296    2356  0 Nov16 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
esteban    49299    2356  0 Nov16 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
esteban    49325    2356  1 Nov16 ?        00:15:29 /usr/bin/gnome-shell
esteban    49344    2356  0 Nov16 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
esteban    49350    2356  0 Nov16 ?        00:00:00 /usr/libexec/evolution-source-registry
esteban    49358    2356  0 Nov16 ?        00:00:00 /usr/libexec/goa-daemon
esteban    49362    2356  0 Nov16 ?        00:00:00 /usr/libexec/evolution-calendar-factory
esteban    49371    2356  0 Nov16 ?        00:00:00 /usr/libexec/goa-identity-service
esteban    49381    2356  0 Nov16 ?        00:00:00 /usr/libexec/dconf-service
esteban    49387    2356  0 Nov16 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
esteban    49393    2356  0 Nov16 ?        00:00:03 /usr/libexec/gvfs-udisks2-volume-monitor
esteban    49404    2356  0 Nov16 ?        00:00:01 /usr/libexec/gvfs-afc-volume-monitor
esteban    49409    2356  0 Nov16 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
esteban    49413    2356  0 Nov16 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
esteban    49417    2356  0 Nov16 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
esteban    49423   49289  0 Nov16 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.17 /org/gtk/gvfs/exec_spaw/0
esteban    49435    2356  0 Nov16 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
esteban    49437    2356  0 Nov16 ?        00:00:06 /usr/libexec/at-spi2-registryd --use-gnome-session
esteban    49457    2356  0 Nov16 ?        00:00:05 /usr/libexec/xdg-desktop-portal
esteban    49462    2356  0 Nov16 ?        00:00:08 /usr/libexec/xdg-desktop-portal-gnome
esteban    49481    2356  0 Nov16 ?        00:00:00 sh -c /usr/bin/ibus-daemon --panel disable $([ "$XDG_SESSION_TYPE" = "x11" ] && echo "--xim")
esteban    49482    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-a11y-settings
esteban    49484   49481  0 Nov16 ?        00:00:00 /usr/bin/ibus-daemon --panel disable --xim
esteban    49486    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-color
esteban    49488    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-datetime
esteban    49490    2356  0 Nov16 ?        00:00:02 /usr/libexec/gsd-housekeeping
esteban    49492    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-keyboard
esteban    49494    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-media-keys
esteban    49497    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-power
esteban    49500    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-print-notifications
esteban    49503    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-rfkill
esteban    49505    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
esteban    49506    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-sharing
esteban    49507    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-smartcard
esteban    49511    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-sound
esteban    49514    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-wacom
esteban    49517    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-xsettings
esteban    49538   49299  0 Nov16 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
esteban    49551   49299  0 Nov16 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
esteban    49561    2356  0 Nov16 ?        00:00:12 /snap/snap-store/599/usr/bin/snap-store --gapplication-service
esteban    49593   49484  0 Nov16 ?        00:00:00 /usr/libexec/ibus-dconf
esteban    49594   49484  0 Nov16 ?        00:00:02 /usr/libexec/ibus-extension-gtk3
esteban    49596    2356  0 Nov16 ?        00:00:00 /usr/libexec/ibus-x11 --kill-daemon
esteban    49607    2356  0 Nov16 ?        00:00:02 /usr/libexec/ibus-portal
esteban    49624    2356  0 Nov16 ?        00:00:00 /usr/libexec/gsd-printer
esteban    49706    2356  0 Nov16 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.ScreenSaver
esteban    49726    2356  0 Nov16 ?        00:00:01 /usr/libexec/xdg-desktop-portal-gtk
esteban    49740   49484  0 Nov16 ?        00:00:00 /usr/libexec/ibus-engine-simple
esteban    49748    2356 10 Nov16 ?        02:00:44 /usr/libexec/tracker-miner-fs-3
esteban    49816    2356  0 Nov16 ?        00:00:00 /usr/libexec/gvfsd-metadata
esteban    50464    2356  0 Nov16 ?        00:08:08 /snap/code/113/usr/share/code/code --no-sandbox --force-user-env --unity-launch --enable-crashpad
esteban    50466   50464  0 Nov16 ?        00:00:00 /snap/code/113/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox --enable-crashpad --enable-crashpad
esteban    50467   50464  0 Nov16 ?        00:00:00 /snap/code/113/usr/share/code/code --type=zygote --no-sandbox --enable-crashpad --enable-crashpad
esteban    50480    2356  0 Nov16 ?        00:00:00 /snap/code/113/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/esteban/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=9abca8c7-4ea1-4c36-8593-3b6810fbb26f&iid=9abca8c7-4ea1-4c36-8593-3b6810fbb26f&sid=9abca8c7-4ea1-4c36-8593-3b6810fbb26f --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.73.1 --annotation=lsb-release=Ubuntu 22.04.1 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=19.0.17 --initial-client-fd=45 --shared-client-connection
esteban    50521   50464  0 Nov16 ?        00:00:04 /snap/code/113/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --no-sandbox --enable-crashpad --crashpad-handler-pid=50480 --enable-crash-reporter=248ed154-7655-46c9-932c-c8a4babcb2cb,no_channel --user-data-dir=/home/esteban/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3953825348743097617,17721477239410968847,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --enable-crashpad
esteban    50546   50464  2 Nov16 ?        00:32:27 /snap/code/113/usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=50480 --enable-crash-reporter=248ed154-7655-46c9-932c-c8a4babcb2cb,no_channel --user-data-dir=/home/esteban/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/snap/code/113/usr/share/code/resources/app --no-sandbox --no-zygote --enable-blink-features=HighlightAPI --no-sandbox --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --launch-time-ticks=10892392525 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3953825348743097617,17721477239410968847,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:77918dcd-9521-47ed-ba94-6ff251997e4a --enable-crashpad
esteban    50577   50466  1 Nov16 ?        00:17:35 /snap/code/113/usr/share/code/code --type=gpu-process --no-sandbox --enable-crashpad --crashpad-handler-pid=50480 --enable-crash-reporter=248ed154-7655-46c9-932c-c8a4babcb2cb,no_channel --user-data-dir=/home/esteban/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=0,i,3953825348743097617,17721477239410968847,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
esteban    50620   50464  0 Nov16 ?        00:03:16 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node --inspect-port=0 /snap/code/113/usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost --skipWorkspaceStorageLock
esteban    50671   50464  0 Nov16 ?        00:01:21 /snap/code/113/usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=50480 --enable-crash-reporter=248ed154-7655-46c9-932c-c8a4babcb2cb,no_channel --user-data-dir=/home/esteban/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/snap/code/113/usr/share/code/resources/app --no-sandbox --no-zygote --node-integration-in-worker --no-sandbox --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --launch-time-ticks=10895220253 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3953825348743097617,17721477239410968847,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:c7b5e7a2-3cd4-4bff-befc-150157779274 --vscode-window-kind=shared-process --enable-crashpad
esteban    50672   50620  0 Nov16 ?        00:00:16 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/extensions/markdown-language-features/server/dist/node/main --node-ipc --clientProcessId=50620
esteban    50727   50671  0 Nov16 ?        00:00:48 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/out/bootstrap-fork --type=ptyHost --logsPath /home/esteban/.config/Code/logs/20221116T180217
esteban    50820   50671  0 Nov16 ?        00:00:14 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/out/bootstrap-fork --type=fileWatcher
esteban    50906   50620  0 Nov16 ?        00:00:03 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=50620
esteban    50938   50620  0 Nov16 ?        00:00:02 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node --max-old-space-size=3072 /snap/code/113/usr/share/code/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/dae0a1ffe8befa170e84/tscancellation-2e211c03f547e7a3295e.tmp* --locale en --noGetErrOnBackgroundUpdate --validateDefaultNpmLocation --useNodeIpc
esteban    50939   50620  0 Nov16 ?        00:08:10 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node --max-old-space-size=3072 /snap/code/113/usr/share/code/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/dae0a1ffe8befa170e84/tscancellation-517d93ab5b60be1836f8.tmp* --locale en --noGetErrOnBackgroundUpdate --validateDefaultNpmLocation --useNodeIpc
esteban    50957   50939  9 Nov16 ?        01:47:12 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/esteban/.cache/typescript/4.8 --enableTelemetry --typesMapLocation /snap/code/113/usr/share/code/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
esteban    50982   49299  0 Nov16 ?        00:00:01 update-notifier
esteban    51506   49325 35 Nov16 ?        06:43:35 /opt/google/chrome/chrome --enable-crashpad
esteban    51511   51506  0 Nov16 ?        00:00:00 cat
esteban    51512   51506  0 Nov16 ?        00:00:00 cat
esteban    51514    2356  0 Nov16 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/esteban/.config/google-chrome/Crash Reports --metrics-dir=/home/esteban/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.04.1 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=107.0.5304.110 --initial-client-fd=5 --shared-client-connection
esteban    51516    2356  0 Nov16 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/esteban/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.04.1 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=107.0.5304.110 --initial-client-fd=4 --shared-client-connection
esteban    51522   51506  0 Nov16 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --change-stack-guard-on-fork=enable --enable-crashpad
esteban    51523   51506  0 Nov16 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --change-stack-guard-on-fork=enable --enable-crashpad
esteban    51524   51523  0 Nov16 ?        00:00:00 /opt/google/chrome/nacl_helper
esteban    51527   51523  0 Nov16 ?        00:00:02 /opt/google/chrome/chrome --type=zygote --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --change-stack-guard-on-fork=enable --enable-crashpad
esteban    51552   51506  0 Nov16 ?        00:09:13 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072 --enable-crashpad
esteban    51565   51527  0 Nov16 ?        00:00:12 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=utility --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban    51585   51527  0 Nov16 ?        00:00:05 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --extension-process --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=11145142893 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban    51639   51527  0 Nov16 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --extension-process --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=11145179061 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban    51677   51527  0 Nov16 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --extension-process --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=11145255464 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban    51716   51522  1 Nov16 ?        00:18:19 /opt/google/chrome/chrome --type=gpu-process --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban    51772   51527  0 Nov16 ?        00:10:41 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=11145702452 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban    51885   51527  0 Nov16 ?        00:03:33 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=11154613797 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban    51964   51506  0 Nov16 ?        00:01:13 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072 --enable-crashpad
esteban    54666   49289  0 Nov16 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.17 /org/gtk/gvfs/exec_spaw/1
esteban   103216   51527  0 Nov16 ?        00:00:49 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=218 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=19544385952 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   103323   50727  0 Nov16 pts/2    00:00:00 /usr/bin/bash --init-file /snap/code/113/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
root      103865       2  0 Nov16 ?        00:00:02 [kworker/10:2-events]
esteban   104482   49207  0 Nov16 ?        00:00:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
esteban   105052   51527  0 Nov16 ?        00:05:02 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=255 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=19965432986 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   105154   51527  0 Nov16 ?        00:01:25 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=263 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=19974011430 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   105696   51527  0 Nov16 ?        00:00:18 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=273 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=20837463554 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   105792   51527  0 Nov16 ?        00:00:43 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=278 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=20862685513 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   105842   51527  0 Nov16 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=280 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=20867232608 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   105871   51527  0 Nov16 ?        00:00:38 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=281 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=20870021933 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   105884   51527  0 Nov16 ?        00:02:07 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=282 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=20870047293 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   106092   51527  0 Nov16 ?        00:00:17 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=287 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=20996774402 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   106159   51527  0 Nov16 ?        00:00:07 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=291 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=21004483851 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   106293   51527  0 Nov16 ?        00:00:22 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=295 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=21035164247 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   106357   51527  0 Nov16 ?        00:01:23 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=299 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=21046008748 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   106400   51527  0 Nov16 ?        00:00:08 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=300 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=21048319377 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
esteban   106433   51527  0 Nov16 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=51514 --enable-crash-reporter=10060fff-fc50-44b9-8f95-f2914d02ad86, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=301 --time-ticks-at-unix-epoch=-1668628844987834 --launch-time-ticks=21050824929 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10066391445911963342,4797881731234232401,131072
